gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,log_riskscore,risk_score2
0,0,0,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,1,"(0, 12]",0.762730607367074,0.6986057766336485
1,0,1,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,0,"(24, 48]",0.014123092382823844,0.014592108972498496
0,0,0,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,0,"(48, 72]",0.013230900543278374,0.006673665425614146
1,0,0,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,1,"(0, 12]",0.5088060710554315,0.6368972708055107
0,0,1,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,0,"(0, 12]",0.11042904227414915,0.06959475785275476
0,0,0,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,25.1,1,"(0, 12]",0.5863105623969442,0.6049147374047447
1,0,0,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,0,"(24, 48]",0.044784050672409745,0.05661827298520675
0,0,0,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,0,"(24, 48]",0.06190080500502543,0.09383452031329893
1,0,0,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,0,"(0, 12]",0.6140198085657566,0.5104493445684402
0,0,1,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,0,"(48, 72]",0.023195014520314763,0.016969310374998863
1,0,0,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,42.9,0,"(0, 12]",0.17485430664549426,0.05936919304823233
1,1,1,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,1,"(24, 48]",0.39940583749168956,0.4437251137150269
0,0,0,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,0,"(12, 24]",0.035458902909174694,0.015999020955855668
0,0,1,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,0,"(48, 72]",0.36043860231171726,0.26311101133903186
0,0,0,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,0,"(48, 72]",0.2005086460009375,0.12745401309486243
0,0,0,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,1,"(0, 12]",0.2352807792873144,0.40682278577437253
0,1,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,19.45,1,"(0, 12]",0.40795482618899614,0.5441669404291777
1,1,0,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,0,"(0, 12]",0.7482327914903789,0.561725642355154
1,0,0,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,0,"(24, 48]",0.11390642356784844,0.09480334311157838
0,0,0,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1023.95,0,"(48, 72]",0.008450097962485487,0.01728849588749927
0,0,1,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,0,"(48, 72]",0.057947775757407415,0.019314869392872844
0,0,0,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,0,"(24, 48]",0.08138092445709542,0.2408014294879563
1,0,0,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,0,"(48, 72]",0.01193681451796099,0.04521748525924199
0,0,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,0,"(0, 12]",0.22215003401990346,0.30411062439368886
1,0,1,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,7372.65,1,"(48, 72]",0.10686783723399317,0.25672378631491977
1,0,1,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,0,"(48, 72]",0.03624528535903473,0.037152237265512825
1,0,1,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,0,"(24, 48]",0.5956911568130441,0.5239996758668901
1,0,0,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,0,"(0, 12]",0.3850003840189053,0.3375226269770056
0,0,0,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,1,"(12, 24]",0.5607919111528471,0.6902529918912154
0,1,0,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,0,"(24, 48]",0.13649959419637958,0.21143792097077949
0,1,1,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,0,"(48, 72]",0.18466847392424193,0.1215332248001721
1,0,0,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.5,835.5,0,"(24, 48]",0.010742060995836038,0.006567561391064988
0,1,1,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,1,"(24, 48]",0.5282279021573371,0.4296543695236973
0,0,1,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,0,"(48, 72]",0.005388815658598541,0.005567411953531436
0,1,0,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,1,"(12, 24]",0.24912270310971327,0.3978053949678557
1,1,1,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,1193.55,0,"(48, 72]",0.006357865177575244,0.020070358893003196
1,0,0,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,0,"(12, 24]",0.37690194816152056,0.2854628414090926
1,0,1,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,0,"(48, 72]",0.009246446870261061,0.008328248028715964
1,0,0,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,78.9,0,"(0, 12]",0.1891907055354624,0.12431306433127119
0,0,1,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,0,"(24, 48]",0.09355242326983408,0.1704916322210589
0,0,0,No,29,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.6,856.35,1,"(24, 48]",0.2887850148138499,0.29970860969247887
1,0,0,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,122.0,0,"(0, 12]",0.14443402201274472,0.09656920915773616
1,0,1,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.0,6602.9,0,"(48, 72]",0.1294617815198186,0.12203310080011052
1,0,1,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,0,"(12, 24]",0.05374256156414365,0.10271432207318437
0,1,1,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,0,"(48, 72]",0.012227795544668739,0.02556281509468908
1,0,0,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,0,"(0, 12]",0.5542402675614634,0.6314629324400193
1,0,1,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,0,"(48, 72]",0.032535225751555985,0.09983037720706393
0,0,1,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,0,"(24, 48]",0.03722552993866999,0.06294155042413799
0,1,0,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,1,"(24, 48]",0.5424726125182108,0.5173979097497103
0,0,0,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,1144.5,1,"(12, 24]",0.45697651552760704,0.46633777366584545
0,0,1,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,0,"(24, 48]",0.19519330661339776,0.26960953997131265
0,0,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,1,"(0, 12]",0.5236607792612231,0.6174407160897947
1,0,0,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,1,"(0, 12]",0.41898548937056357,0.5038093291728268
1,0,0,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,0,"(12, 24]",0.42582207416648504,0.4912857442137071
1,1,0,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,1,"(0, 12]",0.6403517145233604,0.7491572315263962
1,0,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,1,"(0, 12]",0.21669124395675224,0.3679610705941204
1,0,1,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,0,"(12, 24]",0.28898243941771445,0.17799110152232928
1,0,0,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.95,110.15,0,"(0, 12]",0.1715764137535966,0.17386392134548484
0,0,0,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,1,"(0, 12]",0.6087657221829068,0.6603369854338353
0,0,1,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,1,"(0, 12]",0.59192338840068,0.7123355237900765
0,0,1,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,0,"(12, 24]",0.4933250050768998,0.5010578115744031
0,0,0,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,0,"(24, 48]",0.09800543004902072,0.27989598524192183
0,0,0,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,0,"(0, 12]",0.27875842993532773,0.19444305895587052
1,0,0,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,0,"(12, 24]",0.28305247474332756,0.16032369054637038
1,0,1,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,0,"(12, 24]",0.2255261040002184,0.23138770593845748
0,0,0,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,0,"(24, 48]",0.1734359092961431,0.1438365418565969
0,0,0,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,0,"(12, 24]",0.14245124941237072,0.2239866530286605
0,1,0,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,0,"(0, 12]",0.6703586052949707,0.48091679358139133
1,0,0,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,0,"(24, 48]",0.02210863585523889,0.009064964991979268
0,0,0,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,0,"(24, 48]",0.07323383563379704,0.03805205448790046
1,0,0,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431.0,1,"(0, 12]",0.27532823610620955,0.2679106933705127
1,0,1,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,1,"(12, 24]",0.19652065042579167,0.13910555668708816
1,1,0,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,0,"(0, 12]",0.875504957123253,0.8405512259359992
0,0,1,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,0,"(48, 72]",0.005720604575684598,0.019225203163510726
1,0,0,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,324.8,0,"(12, 24]",0.041512206965892605,0.026227401719308544
1,0,0,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,0,"(12, 24]",0.28779425111890894,0.1710395417571434
1,1,0,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,0,"(24, 48]",0.43392510672045287,0.43152003773468617
1,0,0,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,0,"(24, 48]",0.5521501710922354,0.4838916142458083
1,0,1,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,439.75,0,"(12, 24]",0.01988215026816427,0.005138363759060231
1,0,1,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,0,"(12, 24]",0.14138287045187428,0.1474571621948101
0,0,1,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,0,"(48, 72]",0.012063248383815001,0.009456711516851728
0,0,0,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033.0,0,"(48, 72]",0.020946277739645778,0.037583882777601746
1,0,1,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,0,"(48, 72]",0.05652960952578423,0.050021109776472936
1,0,0,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,0,"(24, 48]",0.38090341944113165,0.28842996632201073
0,0,0,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.85,435.25,0,"(12, 24]",0.01998586181135426,0.008421014543538373
1,0,0,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,1,"(24, 48]",0.5602796227387745,0.5553963905899149
0,0,1,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307.0,0,"(12, 24]",0.037441950825171356,0.021371459758883042
1,0,1,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,0,"(48, 72]",0.10133553071485381,0.1648055868952343
1,1,1,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,1,"(12, 24]",0.47593443974786576,0.520322666673251
0,0,1,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,0,"(48, 72]",0.012052759278386106,0.011334156357080847
1,0,1,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527.0,0,"(48, 72]",0.00689159360737177,0.010216170624690863
1,0,1,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,1,"(48, 72]",0.26217598434271466,0.4078490981332015
0,0,0,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,0,"(24, 48]",0.023635435665033237,0.008065040269927411
0,0,0,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,63.6,0,"(0, 12]",0.20130380956093816,0.11154645944183005
0,0,1,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,0,"(48, 72]",0.016580425910559547,0.009723981003698694
0,0,1,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,0,"(24, 48]",0.08376572717699855,0.10302767451941812
1,1,1,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,1,"(0, 12]",0.6908918762006953,0.739471682131423
0,0,1,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,0,"(48, 72]",0.023523185906391613,0.008722784802726674
0,1,0,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,1,"(0, 12]",0.5835637687905566,0.6880192883614294
0,0,1,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1160.75,0,"(48, 72]",0.004523539419992771,0.0005651568149901057
1,0,1,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,0,"(24, 48]",0.4007913607056513,0.37446837390955545
0,0,0,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,1,"(0, 12]",0.3346740294088379,0.33579762012259956
0,0,1,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,272.95,0,"(12, 24]",0.07201779535943877,0.04949512527735453
1,0,1,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,0,"(48, 72]",0.02154945669151348,0.01692289797313161
1,1,0,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,0,"(0, 12]",0.45465427277365844,0.2612034320311652
1,0,0,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.15,1035.5,0,"(48, 72]",0.007593041646754383,0.061056990301994636
0,0,1,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,52.0,0,"(0, 12]",0.053449241398018085,0.040791821953311797
0,1,1,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,2342.2,1,"(24, 48]",0.2206491589184809,0.40390085451107294
0,0,0,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,0,"(0, 12]",0.5437685545310128,0.4898235258193325
0,0,0,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,71.2,0,"(0, 12]",0.10364963263391296,0.049596449926544925
0,0,1,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,1,"(12, 24]",0.12060025083439896,0.26070578177260045
1,0,1,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,0,"(24, 48]",0.29820062029114064,0.26298901532168806
0,0,0,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1821.8,0,"(48, 72]",0.00470769740803671,0.0036074805343593976
1,0,1,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,1,"(48, 72]",0.5410474448234918,0.5162418883154841
0,0,0,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,0,"(48, 72]",0.05790007590523249,0.0293741449666584
1,0,0,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,0,"(0, 12]",0.5874476206455407,0.6549939612442316
0,0,1,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,0,"(48, 72]",0.014339306987652557,0.003000533649245454
1,0,0,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.4,854.9,0,"(24, 48]",0.016908029072587667,0.014427463344790002
0,0,1,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,0,"(48, 72]",0.04733385192837119,0.03596488908088657
0,0,0,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,109.2,0,"(0, 12]",0.17395032084415588,0.10961854505426744
0,0,0,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,0,"(0, 12]",0.22024763162594965,0.12576632033535132
1,0,1,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,0,"(24, 48]",0.0600914893559661,0.08810558341057305
0,0,0,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,1,"(0, 12]",0.8571072056176491,0.8858807899910797
0,0,1,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.8,4068.0,0,"(48, 72]",0.012447957946555501,0.023987302060217593
0,0,0,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,0,"(12, 24]",0.033578144862123196,0.02600238191275879
1,0,1,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,3168.75,0,"(24, 48]",0.30226915093917284,0.4034088495003482
0,0,1,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,0,"(24, 48]",0.03165433005655913,0.059295203030765145
1,1,0,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,0,"(48, 72]",0.21805475605357286,0.1718894744273384
1,0,1,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439.0,0,"(24, 48]",0.3555081563980312,0.48818976759646104
0,0,1,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,1,"(0, 12]",0.34390307732162556,0.6221905025298737
0,0,0,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,0,"(0, 12]",0.2615631730778231,0.08390806964262502
1,0,0,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,0,"(48, 72]",0.04699523850979968,0.10809652137253142
0,0,1,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.7,571.75,0,"(12, 24]",0.015506951324685261,0.006058041794264538
1,0,1,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,0,"(48, 72]",0.009403199514141912,0.021342404239013995
1,0,0,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,0,"(0, 12]",0.5372029793281159,0.4242676411330384
1,0,0,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,0,"(0, 12]",0.3747139000529051,0.47485734474833435
1,0,1,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.8,94.4,0,"(0, 12]",0.4561907278552176,0.47567208842128345
0,0,0,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,521.1,1,"(0, 12]",0.5622104639388376,0.47455139517421946
0,0,0,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,0,"(12, 24]",0.3364334058750473,0.2798351465500695
1,0,0,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,0,"(0, 12]",0.16150285669695566,0.10632144492764674
1,0,1,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,0,"(0, 12]",0.3282880295099484,0.14927491720456787
1,0,1,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,0,"(48, 72]",0.33045023867989487,0.27089414271490114
0,0,0,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,1,"(0, 12]",0.7819701485704916,0.7508871757642253
1,0,1,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,0,"(48, 72]",0.003481378308031865,0.0066240077832775916
0,0,0,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,0,"(12, 24]",0.14103510936102107,0.20763761519239066
